Motif,Motif Start Position Relative to ATG,stop,strand,FIMO Score,TF AgID from Y1H Interaction,Y1H Validated,Size
M1234,919,941,-,3.56122,,black,1
M1234,1246,1268,-,3.60204,,black,1
M1234,1474,1496,+,4.23469,,black,1
M1234,1948,1970,-,3.37755,,black,1
M1235,1034,1044,+,5.34694,,black,1
M1235,1108,1118,-,8.43878,,black,1
M1235,1416,1426,-,5.37755,,black,1
M1235,1536,1546,-,7.82653,,black,1
M1235,1896,1906,-,9.28571,,black,1
M1235,336,357,-,4.68293,,black,1
M1235,1028,1049,+,4.28455,,black,1
M1235,1103,1124,-,6.45528,,black,1
M1235,1411,1432,-,4.74797,,black,1
M1235,1527,1548,-,7.35772,,black,1
M1235,1531,1552,-,11.6585,,black,1
M1235,1762,1783,-,7.9187,,black,1
M1235,1891,1912,-,4.50407,,black,1
M1235,1907,1928,+,4.87805,,black,1
M1235,1101,1123,+,4.82258,,black,1
M1235,1529,1551,+,4.66129,,black,1
M1235,1882,1904,+,7.78226,,black,1
M1235,1531,1552,+,7.38776,,black,1
M1235,1887,1908,+,1.14286,,black,1
M1235,1891,1912,+,0.897959,,black,1
M1235,1457,1479,-,0.807339,,black,1
M1235,1528,1550,+,0.807339,,black,1
M1235,1532,1554,+,8.78899,,black,1
M1235,1888,1910,+,1.66972,,black,1
M1235,1892,1914,+,3.30275,,black,1
M1244,954,963,-,7.21782,,black,1
M1244,1321,1330,-,6.84158,,black,1
M1244,1357,1366,-,6.83168,,black,1
M1244,1698,1707,-,6.9505,,black,1
M1244,175,196,+,1.57143,,black,1
M1244,365,386,-,8.9898,,black,1
M1244,546,567,-,3.87755,,black,1
M1244,546,567,+,1.67347,,black,1
M1244,1349,1370,-,2.83673,,black,1
M1244,1349,1370,+,4.43878,,black,1
M1244,365,387,+,9.07339,,black,1
M1244,1348,1370,-,3.33945,,black,1
M1244,1349,1371,+,2.99083,,black,1
M1244,1912,1934,-,4.40367,,black,1
M1244,1913,1935,+,4.02752,,black,1
M1244,464,485,+,3.52727,,black,1
M1244,1349,1370,-,9.23636,,black,1
M1244,1349,1370,+,8.32727,,black,1
M1244,1513,1534,-,7.08182,,black,1
M1244,1513,1534,+,8.27273,,black,1
M1244,1755,1776,-,5.16364,,black,1
M1244,1348,1370,-,6.89908,,black,1
M1244,1349,1371,+,8.43119,,black,1
M1244,1512,1534,-,6.44954,,black,1
M1244,1513,1535,+,5.13761,,black,1
M1246,763,770,-,11.5816,,black,1
M1246,756,777,-,18.4037,,black,1
M1246,756,777,+,9.00917,,black,1
M1246,756,777,-,6.29358,,black,1
M1246,756,778,-,6.39024,,black,1
M1246,1977,1999,+,4.68293,,black,1
M1251,766,773,+,10.9694,,black,1
M1251,1035,1042,+,10.9694,,black,1
M1251,1110,1117,-,9.58163,,black,1
M1251,1418,1425,-,7.7449,,black,1
M1251,1534,1541,-,9.4898,,black,1
M1251,1538,1545,-,9.45918,,black,1
M1251,1898,1905,-,9.58163,,black,1
M1251,1982,1989,-,10.3265,,black,1
M1251,759,780,+,3.06122,,black,1
M1251,1103,1124,-,4.65306,,black,1
M1251,1531,1552,-,9.16327,,black,1
M1251,1891,1912,-,8.16327,,black,1
M1251,1975,1996,-,3.14286,,black,1
M1251,335,357,-,3.43119,,black,1
M1251,1102,1124,-,2.65138,,black,1
M1251,1530,1552,-,11.2936,,black,1
M1251,1776,1798,-,5.0367,,black,1
M1251,1890,1912,-,3.52294,,black,1
M1251,1411,1432,+,1.90816,,black,1
M1251,1531,1552,+,4.82653,,black,1
M1251,1887,1908,+,1.7449,,black,1
M1251,1103,1124,-,0.897959,,black,1
M1251,1411,1432,-,2.59184,,black,1
M1251,1531,1552,-,6.42857,,black,1
M1260,207,216,-,8.77778,,black,1
M1260,247,256,-,7.93939,,black,1
M1260,924,933,+,11.1616,,black,1
M1260,843,865,-,9.53211,,black,1
M1260,843,865,-,6.98374,,black,1
M1260,919,941,-,10,,black,1
M1260,1518,1540,-,7.60163,,black,1
M1260,199,221,+,8,,black,1
M1260,737,759,-,9.21101,,black,1
M1260,972,994,+,7.16514,,black,1
M1260,1948,1970,-,5.72477,,black,1
M1260,917,938,+,6.81651,,black,1
M1260,1516,1537,+,3.72477,,black,1
M1304,924,932,+,7.70707,,black,1
M1304,1093,1101,+,7.48485,,black,1
M1304,1776,1784,+,7.08081,,black,1
M1304,1824,1832,+,7.32323,,black,1
M1316,582,589,-,7.36735,,black,1
M1316,1264,1285,+,6.35772,,black,1
M1316,1692,1713,-,5.56098,,black,1
M1316,452,474,+,5.74797,,black,1
M1316,1468,1490,+,6.28455,,black,1
M1316,1503,1524,+,5.17886,,black,1
M1317,608,616,+,9.05102,,black,1
M1317,1464,1472,+,9.42857,,black,1
M1319,26,34,+,3.26829,,black,1
M1319,196,204,-,3.28455,,black,1
M1319,459,467,+,3.26016,,black,1
M1319,777,785,+,3.26829,,black,1
M1319,864,872,+,3.25203,,black,1
M1319,995,1003,+,9.72358,,black,1
M1319,1163,1171,+,2.96748,,black,1
M1319,1579,1587,-,9.20325,,black,1
M1319,1580,1588,+,2.98374,,black,1
M1319,1848,1856,+,9.71545,,black,1
M1319,18,40,+,8.63415,,black,1
M1319,146,168,+,10.9512,,black,1
M1319,987,1009,+,4.29268,,black,1
M1319,1889,1911,+,8.33333,,black,1
M1319,19,41,-,5.29358,,black,1
M1319,147,169,-,11.6789,,black,1
M1319,988,1010,-,5.66055,,black,1
M1319,1082,1104,+,4,,black,1
M1319,1890,1912,-,6.18349,,black,1
M1319,19,40,+,11.7967,,black,1
M1319,190,211,-,7.46341,,black,1
M1319,219,240,-,5.14634,,black,1
M1319,452,473,+,6.60163,,black,1
M1319,915,936,-,8.17073,,black,1
M1319,951,972,-,5.00813,,black,1
M1319,988,1009,+,7.72358,,black,1
M1319,1299,1320,-,4.78862,,black,1
M1319,1573,1594,+,6.95122,,black,1
M1319,1841,1862,+,10.6992,,black,1
M1319,20,41,-,12.3099,,black,1
M1319,189,210,+,9.38732,,black,1
M1319,218,239,+,6.4507,,black,1
M1319,453,474,-,8.55634,,black,1
M1319,914,935,+,9,,black,1
M1319,989,1010,-,6.88732,,black,1
M1319,1298,1319,+,5.92254,,black,1
M1319,1325,1346,+,6.05634,,black,1
M1319,1574,1595,-,8.46479,,black,1
M1319,1842,1863,-,10.9648,,black,1
M1320,487,508,+,4.68293,,black,1
M1320,1581,1602,+,4.64228,,black,1
M1320,1050,1071,+,6.75806,,black,1
M1320,337,359,+,6.52817,,black,1
M1320,915,937,-,7,,black,1
M1320,1454,1476,+,7.14789,,black,1
M1320,1973,1995,+,6.85211,,black,1
M1321,583,590,-,5.58163,,black,1
M1321,1508,1515,+,4.56122,,black,1
M1321,292,313,-,3.79817,,black,1
M1321,1071,1092,-,4.19266,,black,1
M1321,1564,1585,+,6.92661,,black,1
M1321,1563,1585,+,9.35772,,black,1
M1321,1957,1979,+,6.30081,,black,1
M1321,509,530,-,5.88073,,black,1
M1321,1385,1406,+,2.54128,,black,1
M1321,1502,1524,+,4.58182,,black,1
M1321,1531,1553,+,9.01818,,black,1
M1458,307,315,-,8.66327,,black,1
M1458,583,591,-,10.3265,,black,1
M1458,987,995,+,8.4898,,black,1
M1458,1060,1068,-,9.73469,,black,1
M1458,1653,1661,+,9.26531,,black,1
M1458,578,600,-,8.69725,,black,1
M1458,978,1000,+,5.99083,,black,1
M1458,979,1001,-,6.76147,,black,1
M1458,1054,1076,+,6.86239,,black,1
M1458,1055,1077,-,11.3119,,black,1
M1458,1644,1666,+,7.30275,,black,1
M1458,1645,1667,-,5.86239,,black,1
M1458,578,599,-,7.25688,,black,1
M1458,979,1000,-,7.29358,,black,1
M1458,979,1000,+,7.54128,,black,1
M1458,1055,1076,-,11.2294,,black,1
M1458,1055,1076,+,7.20183,,black,1
M1458,1645,1666,+,6.56881,,black,1
M1458,577,599,-,4.59633,,black,1
M1458,1055,1077,+,6.97248,,black,1
M1458,301,323,+,5.83486,,black,1
M1458,843,865,-,6.51376,,black,1
M1458,1055,1077,-,6.49541,,black,1
M1506,1826,1835,-,5.58411,,black,1
M1506,1826,1835,+,5.58879,,black,1
M1506,1819,1841,-,7.3945,,black,1
M1506,1819,1840,-,8.87156,,black,1
M1527,535,544,-,7.37374,,black,1
M1527,535,544,+,7.36364,,black,1
M1527,1037,1046,-,7.13131,,black,1
M1527,1037,1046,+,7.13131,,black,1
M1527,1134,1143,-,7.43434,,black,1
M1527,1134,1143,+,7.43434,,black,1
M1531,1041,1050,+,7.46939,,black,1
M1531,1388,1397,+,7.78571,,black,1
M1531,530,551,+,5.05691,,black,1
M1531,529,551,+,5.13821,,black,1
M1531,562,583,-,-0.561224,,black,1
M1531,562,584,-,3.7156,,black,1
M1533,1039,1048,+,7.52041,,black,1
M1533,1386,1395,+,8.5,,black,1
M1533,530,551,+,6.3578,,black,1
M1533,529,551,+,6.56881,,black,1
M1533,779,800,+,1.46789,,black,1
M1533,778,799,+,4.26829,,black,1
M1540,1386,1395,+,9.32653,,black,1
M1541,1037,1046,-,8.10204,,black,1
M1541,1037,1046,+,8.09184,,black,1
M1542,1388,1395,+,8.89796,,black,1
M1544,1040,1049,+,7.91743,,black,1
M1544,1387,1396,+,6.97248,,black,1
M1545,1040,1048,+,7.58163,,black,1
M1545,1387,1395,+,8.20408,,black,1
M1546,1388,1395,+,4.9633,,black,1
M1562,579,588,+,7.32323,,black,1
M1562,608,617,-,8.63636,,black,1
M1562,1144,1153,+,7.86869,,black,1
M1562,1464,1473,-,7.51515,,black,1
M1562,1501,1510,-,7.32323,,black,1
M1562,1065,1086,-,1.39796,,black,1
M1562,1065,1086,+,2.7551,,black,1
M1563,608,615,-,8.65306,,black,1
M1563,1156,1163,+,5.09184,,black,1
M1563,1464,1471,-,11.3061,,black,1
M1563,602,623,-,2.38532,,black,1
M1563,1065,1086,+,2.30275,,black,1
M1563,1065,1086,+,0.285714,,black,1
M1563,345,366,+,-1.89796,,black,1
M1563,1066,1087,-,-0.806122,,black,1
M1564,580,589,+,7.51515,,black,1
M1564,607,616,-,8.9798,,black,1
M1564,720,729,-,8.64646,,black,1
M1564,759,768,+,7.69697,,black,1
M1564,1145,1154,+,7.38384,,black,1
M1564,1463,1472,-,8.07071,,black,1
M1564,1500,1509,-,7.65657,,black,1
M1564,345,366,+,1.84694,,black,1
M1564,714,735,+,2.46939,,black,1
M1564,859,880,+,2.31633,,black,1
M1564,1494,1515,+,2.94898,,black,1
M1564,713,734,+,2.90816,,black,1
M1564,754,775,-,3.72449,,black,1
M1564,858,879,+,4.05102,,black,1
M1564,1493,1514,+,1.82653,,black,1
M1564,282,303,-,1.38532,,black,1
M1564,344,365,+,1.44954,,black,1
M1564,930,951,-,1.90826,,black,1
M1564,1238,1259,-,3.46789,,black,1
M1564,1493,1514,+,2.22936,,black,1
M1564,1634,1655,+,0.706422,,black,1
M1564,1805,1826,-,1.89908,,black,1
M1566,608,617,-,8.80734,,black,1
M1566,1144,1153,+,8.50459,,black,1
M1566,1464,1473,-,7.95413,,black,1
M1566,602,623,-,9.32653,,black,1
M1566,601,622,+,7.70408,,black,1
M1566,369,390,-,1.71429,,black,1
M1566,715,736,-,3.40816,,black,1
M1566,1065,1086,+,4.19388,,black,1
M1566,1940,1961,+,1.46939,,black,1
M1567,580,589,+,7.41,,black,1
M1567,607,616,-,7.77,,black,1
M1567,720,729,-,7.85,,black,1
M1567,1145,1154,+,7.69,,black,1
M1567,1500,1509,-,7.36,,black,1
M1568,579,589,+,4.38776,,black,1
M1568,607,617,-,8.89796,,black,1
M1568,720,730,-,4.67347,,black,1
M1568,758,768,+,7.18367,,black,1
M1568,1463,1473,-,7.68367,,black,1
M1568,1500,1510,-,5.22449,,black,1
M1568,531,552,+,6.43089,,black,1
M1568,530,552,-,5.56098,,black,1
M1568,1482,1504,+,4.2439,,black,1
M1568,1703,1725,-,7.55285,,black,1
M1568,1301,1322,-,4.22449,,black,1
M1568,1458,1479,-,4.28571,,black,1
M1568,601,623,-,4.04082,,black,1
M1569,608,615,-,10.2347,,black,1
M1569,1146,1153,+,6.56122,,black,1
M1569,1156,1163,+,6.58163,,black,1
M1569,1464,1471,-,7.72449,,black,1
M1570,607,616,-,8.69388,,black,1
M1570,1145,1154,+,8.38776,,black,1
M1570,1463,1472,-,7.68367,,black,1
M1570,1500,1509,-,7.52041,,black,1
M1571,607,616,-,8.53,,black,1
M1571,1145,1154,+,7.44,,black,1
M1571,1463,1472,-,7.6,,black,1
M1571,601,622,+,5.68367,,black,1
M1571,753,774,-,4.11224,,black,1
M1571,600,622,+,4.94898,,black,1
M1571,753,775,-,5.79592,,black,1
M1571,1066,1088,-,3.22449,,black,1
M1571,346,368,+,3.58163,,black,1
M1571,375,397,-,5.80612,,black,1
M1571,602,624,+,5.92857,,black,1
M1571,818,840,-,4.0102,,black,1
M1571,1458,1480,+,3.52041,,black,1
M1571,820,842,-,3.23469,,black,1
M1572,579,588,+,7.264,,black,1
M1572,608,617,-,8.912,,black,1
M1572,1144,1153,+,8.128,,black,1
M1572,1464,1473,-,8.664,,black,1
M1572,1501,1510,-,7.264,,black,1
M1572,602,623,-,5.98165,,black,1
M1572,928,949,+,0.972477,,black,1
M1572,1458,1479,-,1,,black,1
M1572,344,366,+,3.55046,,black,1
M1572,532,554,-,1.16514,,black,1
M1572,662,684,+,0.385321,,black,1
M1573,609,616,-,9.84694,,black,1
M1573,1301,1322,-,2.68807,,black,1
M1573,282,303,-,-1.81651,,black,1
M1573,1238,1259,-,-1.40367,,black,1
M1573,369,390,-,-1.41837,,black,1
M1574,580,589,+,6.05495,,black,1
M1574,607,616,-,6.41209,,black,1
M1574,720,729,-,6.07143,,black,1
M1574,1145,1154,+,6.34615,,black,1
M1574,1463,1472,-,6.30769,,black,1
M1574,1500,1509,-,6.23626,,black,1
M1574,1301,1322,+,3.87156,,black,1
M1574,1301,1322,-,2.74312,,black,1
M1574,395,416,+,4.22449,,black,1
M1574,611,632,+,2,,black,1
M1574,905,926,-,1.90816,,black,1
M1574,394,415,+,3.00917,,black,1
M1574,610,631,+,2.0367,,black,1
M1574,1930,1951,-,1.42202,,black,1
M1575,1262,1272,+,8.42574,,black,1
M1575,681,702,+,2.13821,,black,1
M1575,713,734,+,2.82114,,black,1
M1575,925,946,-,3.46341,,black,1
M1575,1456,1477,+,6.60163,,black,1
M1575,1931,1952,-,2.28455,,black,1
M1576,580,589,+,6.84314,,black,1
M1576,607,616,-,7.36275,,black,1
M1576,1145,1154,+,7.12745,,black,1
M1576,1463,1472,-,6.77451,,black,1
M1576,1500,1509,-,6.94118,,black,1
M1577,608,617,-,7.47525,,black,1
M1577,1144,1153,+,7.94059,,black,1
M1577,714,735,+,1.43119,,black,1
M1577,753,774,-,3.73394,,black,1
M1579,608,615,-,9.17347,,black,1
M1579,1156,1163,+,3.42857,,black,1
M1579,1307,1314,-,3.38776,,black,1
M1579,601,622,-,5.16514,,black,1
M1579,1458,1479,-,0.908257,,black,1
M1579,1523,1544,+,1.77064,,black,1
M1579,345,366,-,2.7551,,black,1
M1579,1066,1087,+,3.87755,,black,1
M1580,581,588,+,6.30612,,black,1
M1580,608,615,-,10.9388,,black,1
M1580,1464,1471,-,3.41837,,black,1
M1580,1501,1508,-,6.30612,,black,1
M1581,609,618,-,7.59184,,black,1
M1581,1143,1152,+,7.92857,,black,1
M1581,602,623,-,4.57143,,black,1
M1581,1138,1159,+,3.67347,,black,1
M1581,530,551,+,2.7156,,black,1
M1581,1137,1158,+,3.66972,,black,1
M1582,580,588,+,7.92929,,black,1
M1582,608,616,-,8.9697,,black,1
M1582,1145,1153,+,8.12121,,black,1
M1582,1464,1472,-,8.53535,,black,1
M1582,1501,1509,-,7.92929,,black,1
M1582,1139,1161,+,4.6055,,black,1
M1582,1177,1199,-,4.77982,,black,1
M1582,1299,1321,-,4.65138,,black,1
M1582,346,367,-,4.44898,,black,1
M1582,803,824,+,-0.0816327,,black,1
M1582,1940,1961,+,0.265306,,black,1
M1582,344,366,+,1.96939,,black,1
M1582,532,554,-,0.0816327,,black,1
M1583,607,616,-,8.10101,,black,1
M1583,1145,1154,+,8.25253,,black,1
M1583,1463,1472,-,8.30303,,black,1
M1583,1500,1509,-,7.67677,,black,1
M1583,1495,1516,-,5.40367,,black,1
M1583,346,368,-,5.08163,,black,1
M1583,369,391,-,4.30612,,black,1
M1583,602,624,-,2.08163,,black,1
M1583,927,949,+,1.58163,,black,1
M1583,715,736,-,2.97959,,black,1
M1583,928,949,+,2.55102,,black,1
M1583,1458,1479,-,3.31633,,black,1
M1583,1940,1961,+,2.76531,,black,1
M1584,580,588,+,7.04464,,black,1
M1584,608,616,-,7.42857,,black,1
M1584,1145,1153,+,7.33929,,black,1
M1584,1464,1472,-,7.38393,,black,1
M1584,1501,1509,-,7.04464,,black,1
M1584,573,594,-,5.52294,,black,1
M1584,602,623,+,4,,black,1
M1584,574,596,-,3.15596,,black,1
M1584,600,622,+,3.9633,,black,1
M1585,608,615,-,10.2857,,black,1
M1585,1146,1153,+,8.84694,,black,1
M1585,1464,1471,-,8.26531,,black,1
M1588,608,616,-,8.32673,,black,1
M1588,1145,1153,+,7.32673,,black,1
M1588,1464,1472,-,7.71287,,black,1
M1730,39,46,-,11.7129,,black,1
M1730,472,479,+,11.0198,,black,1
M1730,639,646,+,8.22772,,black,1
M1730,647,654,+,10.6139,,black,1
M1730,667,674,-,6.75248,,black,1
M1730,1303,1310,-,7.68317,,black,1
M1730,1312,1319,+,6.75248,,black,1
M1730,1328,1335,+,7.79208,,black,1
M1730,1407,1414,-,10.6139,,black,1
M1730,1558,1565,-,8.9604,,black,1
M1730,1577,1584,-,6.47525,,black,1
M1730,1579,1586,+,7.20792,,black,1
M1730,1672,1679,+,11.7129,,black,1
M1827,38,46,-,9.0396,,black,1
M1827,156,164,+,5.33663,,black,1
M1827,472,480,+,9.74257,,black,1
M1827,647,655,+,8.90099,,black,1
M1827,1302,1310,-,7.30693,,black,1
M1827,1326,1334,-,7.55446,,black,1
M1827,1406,1414,-,8.0396,,black,1
M1827,1670,1678,-,8.59406,,black,1
M1827,1672,1680,+,11.9703,,black,1
M1833,365,376,+,8.38235,,black,1
M1833,484,495,+,7.38235,,black,1
M1833,676,687,+,8.5,,black,1
M1833,685,696,+,12.0686,,black,1
M1833,811,822,-,8.45098,,black,1
M1833,812,823,-,9.80392,,black,1
M1833,813,824,-,11.1863,,black,1
M1833,915,926,-,11.2353,,black,1
M1833,968,979,-,9.16667,,black,1
M1833,1812,1823,-,8.72549,,black,1
M1833,1923,1934,-,8.93137,,black,1
M2264,36,49,-,4.05941,,black,1
M2264,549,562,-,6.27723,,black,1
M2264,596,609,+,4.15842,,black,1
M2264,644,657,+,9.48515,,black,1
M2264,1300,1313,-,5.9901,,black,1
M2264,1309,1322,+,3.44554,,black,1
M2264,1404,1417,-,7.55446,,black,1
M2264,1668,1681,-,3.85149,,black,1
M2264,1669,1682,+,12.5545,,black,1
M2265,39,47,-,9.75248,,black,1
M2265,96,104,-,6.14851,,black,1
M2265,293,301,-,6.9505,,black,1
M2265,336,344,+,7.49505,,black,1
M2265,471,479,+,7.52475,,black,1
M2265,960,968,-,6.45545,,black,1
M2265,1072,1080,-,6.0297,,black,1
M2265,1219,1227,-,7.15842,,black,1
M2265,1327,1335,-,7.19802,,black,1
M2265,1671,1679,+,12.3465,,black,1
M2266,547,565,-,-7.06122,,black,1
M2266,547,565,+,-4,,black,1
M2266,688,706,+,-6.42857,,black,1
