Motif,Motif Start Position Relative to ATG,stop,strand,FIMO Score,TF AgID from Y1H Interaction,Y1H Validated,Size
M0262,1653,1674,+,4.31452,,black,1
M0262,1081,1102,+,8.28455,,black,1
M0262,1652,1673,-,6.95122,,black,1
M0262,284,305,-,3.20325,,black,1
M0262,2088,2109,-,3.7561,,black,1
M0262,2714,2735,-,3.13008,,black,1
M0264,828,837,-,9.04,,black,1
M0264,1087,1096,-,7.73,,black,1
M0264,2149,2158,+,9.79,,black,1
M0264,1522,1543,+,2.08257,,black,1
M0264,2144,2165,-,4.33028,,black,1
M0264,815,836,-,5.3578,,black,1
M0264,823,844,+,13.3394,,black,1
M0264,1264,1285,-,2.62385,,black,1
M0264,2387,2408,-,2.75229,,black,1
M0264,822,843,+,3.84404,,black,1
M0264,2703,2724,+,3.16514,,black,1
M0264,821,842,-,9.07339,,black,1
M0264,2144,2165,+,7.11009,,black,1
M0266,828,836,+,8.7027,,black,1
M0266,1087,1095,+,7.1982,,black,1
M0266,2150,2158,-,8.64865,,black,1
M0266,821,842,-,5.20968,,black,1
M0323,2013,2020,-,6.5935,,black,1
M0359,471,477,-,5.65812,,black,1
M0359,1480,1486,-,5.7265,,black,1
M0359,1484,1490,-,5.88889,,black,1
M0359,2389,2395,-,5.90598,,black,1
M0359,2844,2850,-,5.7265,,black,1
M0359,241,262,+,3.97297,,black,1
M0359,1100,1121,-,5.55856,,black,1
M0359,1100,1121,+,4.63063,,black,1
M0359,1551,1572,+,6.78378,,black,1
M0359,2628,2649,-,6.4955,,black,1
M0359,1376,1397,-,5.80952,,black,1
M0359,1777,1798,+,7.66667,,black,1
M0359,1825,1846,+,8.51587,,black,1
M0359,1972,1993,-,5.94444,,black,1
M0359,1972,1993,+,11.9683,,black,1
M0359,710,732,-,7.93636,,black,1
M0359,724,746,+,9.26364,,black,1
M0359,1061,1083,+,5.86364,,black,1
M0359,1080,1102,+,6.1,,black,1
M0359,1101,1123,+,8.88182,,black,1
M0359,1149,1171,+,10.9545,,black,1
M0359,1338,1360,+,6.6,,black,1
M0359,1392,1414,+,5.68182,,black,1
M0359,1479,1501,-,6.26364,,black,1
M0359,2451,2473,-,5.96364,,black,1
M0359,2600,2622,+,10.9091,,black,1
M0359,2602,2624,+,7.07273,,black,1
M0359,2678,2700,-,10.2545,,black,1
M0359,2754,2776,-,6.07273,,black,1
M0359,294,316,-,8.02362,,black,1
M0359,1059,1081,-,8.11024,,black,1
M0359,1106,1128,-,6.90551,,black,1
M0359,1147,1169,-,9.44882,,black,1
M0359,1557,1579,-,6.07087,,black,1
M0359,2627,2649,-,7.85827,,black,1
M0361,471,477,-,6.52427,,black,1
M0361,1480,1486,-,6.7767,,black,1
M0361,1484,1490,-,6.91262,,black,1
M0361,2389,2395,-,6.92233,,black,1
M0361,2844,2850,-,6.7767,,black,1
M0361,241,262,+,3.74545,,black,1
M0361,1100,1121,-,4.05455,,black,1
M0361,1551,1572,+,5.66364,,black,1
M0361,1977,1998,+,4.89091,,black,1
M0361,2628,2649,-,6.20909,,black,1
M0361,1376,1397,+,5.496,,black,1
M0361,1825,1846,-,8.32,,black,1
M0361,1972,1993,-,8.488,,black,1
M0361,2627,2648,+,9.61607,,black,1
M0367,471,477,-,5.95283,,black,1
M0367,1480,1486,-,6.31132,,black,1
M0367,1484,1490,-,6.09434,,black,1
M0367,2389,2395,-,6.04717,,black,1
M0367,2844,2850,-,6.31132,,black,1
M0367,1100,1121,-,4.08182,,black,1
M0367,1551,1572,-,3.91818,,black,1
M0367,1551,1572,+,4.79091,,black,1
M0367,1977,1998,+,7.00909,,black,1
M0367,2628,2649,-,4.55455,,black,1
M0367,467,488,+,3.51818,,black,1
M0367,1557,1578,-,4.96364,,black,1
M0367,1557,1578,+,4.57273,,black,1
M0367,2146,2167,-,3.79091,,black,1
M0367,1106,1128,+,4.91818,,black,1
M0367,1147,1169,+,7.82727,,black,1
M0367,1557,1579,+,6.58182,,black,1
M0367,2543,2565,-,6.00909,,black,1
M0367,2627,2649,+,5.2,,black,1
M0367,1472,1494,+,8.6422,,black,1
M0367,1537,1559,-,6.3945,,black,1
M0367,2637,2659,+,6.16514,,black,1
M0583,1044,1051,+,8.81818,,black,1
M0583,1730,1737,-,8.28283,,black,1
M0583,1927,1934,-,8.81818,,black,1
M0583,2271,2278,+,7.80808,,black,1
M0583,2348,2355,-,8.81818,,black,1
M0583,96,118,+,4.82258,,black,1
M0583,97,119,-,5.34677,,black,1
M0583,1158,1180,-,6.1371,,black,1
M0583,2292,2314,+,4.70161,,black,1
M0583,97,119,-,6.9127,,black,1
M0583,762,784,+,6.35714,,black,1
M0583,1158,1180,-,8.30952,,black,1
M0583,2292,2314,+,5.55556,,black,1
M0583,44,66,-,8.27083,,black,1
M0583,549,571,+,8.60417,,black,1
M0583,863,885,-,6.82639,,black,1
M0583,1616,1638,+,7.33333,,black,1
M0583,1660,1682,-,7.74306,,black,1
M0583,1770,1792,+,7.40972,,black,1
M0583,1915,1937,-,7.20139,,black,1
M0583,2650,2672,+,10.5694,,black,1
M0583,98,119,-,8.24603,,black,1
M0583,864,885,-,4.7619,,black,1
M0583,978,999,-,6.61905,,black,1
M0583,1612,1633,-,6.1746,,black,1
M0583,1719,1740,-,9.55556,,black,1
M0583,2469,2490,+,5.10317,,black,1
M0592,104,113,+,10.9592,,black,1
M0592,1725,1734,+,3.41837,,black,1
M0592,2122,2131,-,3.62245,,black,1
M0592,2300,2309,+,3.54082,,black,1
M0592,97,119,-,6.74194,,black,1
M0592,2292,2314,+,9.04839,,black,1
M0592,698,720,-,8.136,,black,1
M0592,699,721,+,8.608,,black,1
M0592,1613,1635,-,6.544,,black,1
M0592,1721,1743,+,7.952,,black,1
M0592,1862,1884,+,6.56,,black,1
M0592,1952,1974,+,6.592,,black,1
M0592,2136,2158,-,6.736,,black,1
M0592,2137,2159,+,6.688,,black,1
M0592,2458,2480,+,7.392,,black,1
M0592,2573,2595,-,6.6,,black,1
M0592,862,884,+,9.60484,,black,1
M0592,1836,1858,+,4.01613,,black,1
M0592,863,884,-,9.41135,,black,1
M0592,1837,1858,-,5.3617,,black,1
M0593,104,114,+,8.45918,,black,1
M0593,1725,1735,+,11.3061,,black,1
M0593,1728,1738,-,9.19388,,black,1
M0593,1844,1854,+,9.0102,,black,1
M0593,1925,1935,-,7.37755,,black,1
M0616,109,119,-,10.7041,,black,1
M0616,213,223,+,9.30612,,black,1
M0616,996,1006,-,6.68367,,black,1
M0616,1095,1105,-,7.37755,,black,1
M0616,1495,1505,+,6.02041,,black,1
M0616,1643,1653,-,6.34694,,black,1
M0616,2027,2037,+,6.95918,,black,1
M0616,2130,2140,-,6.65306,,black,1
M0616,2677,2687,-,7.57143,,black,1
M0616,102,124,-,6.33871,,black,1
M0616,208,230,+,6.89516,,black,1
M0616,680,702,+,7.12097,,black,1
M0616,819,841,+,11.3548,,black,1
M0616,989,1011,-,6.20161,,black,1
M0616,1013,1035,-,6.69355,,black,1
M0616,1111,1133,-,7.17742,,black,1
M0616,2022,2044,+,14.129,,black,1
M0616,2123,2145,-,9.45968,,black,1
M0616,2187,2209,+,10.4516,,black,1
M0616,2431,2453,+,7.58065,,black,1
M0616,2973,2995,-,6.55645,,black,1
M0616,208,230,+,5.58537,,black,1
M0616,680,702,+,8.95122,,black,1
M0616,819,841,+,5.79675,,black,1
M0616,907,929,-,6.86179,,black,1
M0616,1569,1591,+,5.73171,,black,1
M0616,2022,2044,+,11.7805,,black,1
M0616,2123,2145,-,7.36585,,black,1
M0616,2670,2692,-,6.03252,,black,1
M0616,269,291,+,8.94309,,black,1
M0616,945,967,+,8.04878,,black,1
M0616,1020,1042,+,5.04065,,black,1
M0616,1543,1565,-,5.13008,,black,1
M0616,1563,1585,+,4.55285,,black,1
M0616,2185,2207,+,7.28455,,black,1
M0616,2380,2402,-,6.29268,,black,1
M0616,2830,2852,+,5,,black,1
M0616,2922,2944,+,4.43902,,black,1
M0616,2963,2985,-,8.82114,,black,1
M0616,271,292,-,7.61972,,black,1
M0616,947,968,-,7.59155,,black,1
M0616,1022,1043,-,8.90845,,black,1
M0616,1490,1511,+,6.02113,,black,1
M0616,2016,2037,+,7.09155,,black,1
M0616,2962,2983,+,10,,black,1
M0618,1446,1455,-,6.68067,,black,1
M0618,1446,1455,+,6.68067,,black,1
M0618,1827,1836,-,6.2521,,black,1
M0618,1827,1836,+,6.2521,,black,1
M0618,271,292,-,6.50459,,black,1
M0618,947,968,-,9.13761,,black,1
M0618,1490,1511,+,5.55046,,black,1
M0618,2187,2208,-,4.74312,,black,1
M0618,2517,2538,+,4.05505,,black,1
M0618,2962,2983,+,8.49541,,black,1
M0618,552,573,+,6.29839,,black,1
M0618,975,996,-,5.23387,,black,1
M0618,2128,2149,-,4.28226,,black,1
M0618,2235,2256,+,8.08871,,black,1
M0618,679,701,-,4.47967,,black,1
M0618,1439,1461,+,5.12195,,black,1
M0618,2021,2043,-,6.13821,,black,1
M0618,2186,2208,-,4.47154,,black,1
M0618,2671,2693,+,7.15447,,black,1
M0618,680,701,-,7.05505,,black,1
M0618,1439,1460,+,7.56881,,black,1
M0618,2022,2043,-,5.44037,,black,1
M0618,2671,2692,+,6.45872,,black,1
M0618,2830,2851,+,6.04587,,black,1
M0691,1690,1697,+,11.8469,,black,1
M0691,2247,2254,+,5.86735,,black,1
M0691,108,129,-,4.24771,,black,1
M0691,429,450,+,3.70642,,black,1
M0691,582,603,-,4,,black,1
M0691,627,648,+,4.82569,,black,1
M0691,1683,1704,-,8.48624,,black,1
M0691,1683,1704,+,6.79817,,black,1
M0691,2087,2108,-,7.16514,,black,1
M0691,2670,2691,+,3.17431,,black,1
M0691,550,572,-,10.5586,,black,1
M0691,629,651,-,10.0897,,black,1
M0691,629,651,+,5.86897,,black,1
M0691,429,450,+,3.85859,,black,1
M0691,627,648,+,3.84848,,black,1
M0691,843,864,-,1.75758,,black,1
M0691,1416,1437,-,4.10101,,black,1
M0691,1416,1437,+,2.86869,,black,1
M0691,1683,1704,-,14.3131,,black,1
M0691,1683,1704,+,14.7475,,black,1
M0691,2087,2108,-,4.87879,,black,1
M0691,2087,2108,+,4.53535,,black,1
M0691,428,450,-,3.62385,,black,1
M0691,626,648,-,1.77064,,black,1
M0691,1416,1438,+,0.908257,,black,1
M0691,1682,1704,-,16.2202,,black,1
M0691,1683,1705,+,17.3945,,black,1
M0691,2086,2108,-,2.10092,,black,1
M0691,2087,2109,+,2.47706,,black,1
M0691,2450,2472,+,1.23853,,black,1
M0691,2473,2495,+,2.89908,,black,1
M0692,634,641,+,4.54082,,black,1
M0692,1690,1697,+,11.4592,,black,1
M0692,108,129,-,1.89908,,black,1
M0692,108,129,+,1.05505,,black,1
M0692,429,450,-,5.49541,,black,1
M0692,627,648,-,0.743119,,black,1
M0692,843,864,+,1.76147,,black,1
M0692,1416,1437,-,2.42202,,black,1
M0692,1416,1437,+,1.27523,,black,1
M0692,1683,1704,-,5.04587,,black,1
M0692,1683,1704,+,7.59633,,black,1
M0692,2087,2108,-,1.3945,,black,1
M0692,2087,2108,+,6.3578,,black,1
M0692,553,574,+,2.81651,,black,1
M0692,681,702,-,4.36697,,black,1
M0692,1211,1232,-,2.84404,,black,1
M0692,1211,1232,+,5.29358,,black,1
M0692,1683,1704,-,7.06422,,black,1
M0692,1683,1704,+,7.0367,,black,1
M0692,2930,2951,+,3.78899,,black,1
M0692,162,183,-,2.71717,,black,1
M0692,429,450,+,4.44444,,black,1
M0692,627,648,+,4.73737,,black,1
M0692,786,807,-,1.15152,,black,1
M0692,843,864,-,1.70707,,black,1
M0692,843,864,+,3.05051,,black,1
M0692,1416,1437,+,6.30303,,black,1
M0692,1683,1704,-,12.2121,,black,1
M0692,1683,1704,+,16.2626,,black,1
M0692,1893,1914,+,2.25253,,black,1
M0692,2087,2108,-,2.9596,,black,1
M0692,2087,2108,+,7.49495,,black,1
M0692,2930,2951,-,2.64646,,black,1
M0692,428,450,-,2.34694,,black,1
M0692,626,648,-,3.55102,,black,1
M0692,1415,1437,-,2.81633,,black,1
M0692,1682,1704,-,17.602,,black,1
M0692,1683,1705,+,13.7857,,black,1
M0692,2086,2108,-,3.85714,,black,1
M0692,2930,2952,+,2.14286,,black,1
M0692,2945,2967,-,0.857143,,black,1
M0693,407,413,+,6.56,,black,1
M0693,571,577,+,6.67,,black,1
M0693,63,85,-,9.14384,,black,1
M0693,68,90,-,6.65068,,black,1
M0693,550,572,-,8.68493,,black,1
M0693,550,572,+,8.32877,,black,1
M0693,579,601,+,8.0274,,black,1
M0693,629,651,-,9.28082,,black,1
M0693,629,651,+,9.46575,,black,1
M0693,830,852,-,6.72603,,black,1
M0693,1019,1041,-,6.73288,,black,1
M0693,1685,1707,+,6.23973,,black,1
M0693,1984,2006,-,6.34932,,black,1
M0693,2246,2268,-,7.15753,,black,1
M0693,2291,2313,+,6.20548,,black,1
M0693,66,87,-,6.704,,black,1
M0693,548,569,-,6.272,,black,1
M0693,627,648,+,7.584,,black,1
M0693,632,653,+,8.336,,black,1
M0693,828,849,+,8.36,,black,1
M0693,66,87,+,5.69355,,black,1
M0693,429,450,-,7.34677,,black,1
M0693,429,450,+,5.18548,,black,1
M0693,627,648,+,6.28226,,black,1
M0693,681,702,-,6.10484,,black,1
M0693,786,807,-,5.19355,,black,1
M0693,786,807,+,5.25,,black,1
M0693,1416,1437,+,5.41129,,black,1
M0693,1683,1704,-,5.20161,,black,1
M0693,1683,1704,+,9.14516,,black,1
M0693,2087,2108,-,5.33871,,black,1
M0693,2087,2108,+,7.54032,,black,1
M0693,143,164,+,8.22018,,black,1
M0693,551,572,-,6.99083,,black,1
M0693,588,609,-,6.94495,,black,1
M0693,629,650,+,5.91743,,black,1
M0693,784,805,-,7.17431,,black,1
M0693,1579,1600,-,11.2385,,black,1
M0693,1685,1706,+,6.11927,,black,1
M0693,2089,2110,+,5.73394,,black,1
M0693,2935,2956,-,9.10092,,black,1
M0694,73,81,-,7.95,,black,1
M0694,544,552,-,9.02,,black,1
M0694,638,646,+,8.02,,black,1
M0694,639,647,-,8.12,,black,1
M0694,834,842,+,8.06,,black,1
M0694,835,843,-,8.03,,black,1
M0694,66,87,-,4.59596,,black,1
M0694,66,87,+,9.14141,,black,1
M0694,537,558,-,6.73737,,black,1
M0694,537,558,+,8.67677,,black,1
M0694,570,591,-,8,,black,1
M0694,632,653,+,6.17172,,black,1
M0694,770,791,-,9.37374,,black,1
M0694,770,791,+,7.45455,,black,1
M0694,828,849,-,4.71717,,black,1
M0694,944,965,+,5.79798,,black,1
M0694,1429,1450,-,4.72727,,black,1
M0694,1605,1626,-,4.81818,,black,1
M0694,1605,1626,+,6.11111,,black,1
M0694,2901,2922,-,5.50505,,black,1
M0694,67,89,-,7.54082,,black,1
M0694,535,557,+,4.42857,,black,1
M0694,538,560,-,6.09184,,black,1
M0694,568,590,+,8.03061,,black,1
M0694,633,655,-,4.46939,,black,1
M0694,768,790,+,7.39796,,black,1
M0694,771,793,-,3.32653,,black,1
M0694,826,848,+,4.85714,,black,1
M0694,945,967,-,3.29592,,black,1
M0694,1603,1625,+,6.15306,,black,1
M0694,1638,1660,-,6.03061,,black,1
M0694,2515,2537,+,4.23469,,black,1
M0694,2518,2540,-,6.57143,,black,1
M0696,1689,1698,-,6.96117,,black,1
M0696,1689,1698,+,6.96117,,black,1
M0696,108,129,+,4.62385,,black,1
M0696,429,450,-,5.04587,,black,1
M0696,627,648,-,3.52294,,black,1
M0696,681,702,+,3.86239,,black,1
M0696,1416,1437,-,3.15596,,black,1
M0696,1683,1704,-,4.53211,,black,1
M0696,1683,1704,+,6.83486,,black,1
M0696,2087,2108,+,7.57798,,black,1
M0696,107,129,-,2.62385,,black,1
M0696,429,451,+,4.44037,,black,1
M0696,627,649,+,4.46789,,black,1
M0696,680,702,-,6.27523,,black,1
M0696,1290,1312,+,2.69725,,black,1
M0696,1416,1438,+,2.63303,,black,1
M0696,1682,1704,-,9.77064,,black,1
M0696,1683,1705,+,7.77982,,black,1
M0696,2086,2108,-,6.76147,,black,1
M0696,2670,2692,+,3.30275,,black,1
M0696,627,648,+,0.853211,,black,1
M0696,681,702,+,1.55963,,black,1
M0696,1267,1288,+,-0.256881,,black,1
M0696,1416,1437,-,-0.183486,,black,1
M0696,1683,1704,-,9.25688,,black,1
M0696,1683,1704,+,10.7156,,black,1
M0696,2087,2108,-,4.81651,,black,1
M0696,2087,2108,+,7.43119,,black,1
M0696,2450,2471,-,1.19266,,black,1
M0696,2450,2471,+,2.57798,,black,1
M0696,2930,2951,-,-0.559633,,black,1
M0696,849,871,-,5.1,,black,1
M0696,1046,1068,-,4.98182,,black,1
M0696,1682,1704,-,8.21818,,black,1
M0696,1683,1705,+,12,,black,1
M0696,2087,2109,+,5.6,,black,1
M0697,434,443,+,6.47619,,black,1
M0697,558,567,+,6.8381,,black,1
M0697,791,800,+,6.4,,black,1
M0697,1054,1063,-,6.87619,,black,1
M0697,1216,1225,+,6.68571,,black,1
M0697,1331,1340,-,6.4,,black,1
M0697,1688,1697,+,7.22857,,black,1
M0697,1690,1699,-,7.95238,,black,1
M0697,2092,2101,+,6.71429,,black,1
M0697,2189,2198,-,6.53333,,black,1
M0697,2834,2843,+,7.4,,black,1
M0697,552,574,+,3.24771,,black,1
M0697,627,649,-,2.73394,,black,1
M0697,680,702,+,2.90826,,black,1
M0697,1682,1704,+,3.07339,,black,1
M0697,1683,1705,-,7.91743,,black,1
M0697,2033,2055,+,2.75229,,black,1
M0697,2789,2811,+,3.11927,,black,1
M0697,1683,1704,-,8.64286,,black,1
M0697,1683,1704,+,3.70408,,black,1
M0697,2790,2811,+,4.23469,,black,1
M0697,162,183,-,2.69725,,black,1
M0697,350,371,+,0.990826,,black,1
M0697,374,395,+,0.724771,,black,1
M0697,681,702,+,2.88991,,black,1
M0697,2829,2850,+,2.3578,,black,1
M0697,429,450,+,0.311927,,black,1
M0697,681,702,+,-0.614679,,black,1
M0697,1683,1704,-,10.5138,,black,1
M0697,1683,1704,+,10.578,,black,1
M0697,2087,2108,-,7.86239,,black,1
M0697,2087,2108,+,4.04587,,black,1
M0697,2182,2203,-,1.31193,,black,1
M0697,2182,2203,+,0.917431,,black,1
M0697,2450,2471,-,2.52294,,black,1
M0698,1689,1697,-,10.21,,black,1
M0698,1690,1698,+,7.89,,black,1
M0698,2146,2154,+,7.85,,black,1
M0698,2246,2254,-,7.89,,black,1
M0698,108,129,-,4.0404,,black,1
M0698,429,450,-,4.88889,,black,1
M0698,582,603,+,4.07071,,black,1
M0698,627,648,+,4.14141,,black,1
M0698,1416,1437,-,3.48485,,black,1
M0698,1416,1437,+,3.16162,,black,1
M0698,1683,1704,-,4.63636,,black,1
M0698,1683,1704,+,9.64646,,black,1
M0698,2087,2108,+,6.65657,,black,1
M0698,162,183,+,5.41837,,black,1
M0698,553,574,+,3.39796,,black,1
M0698,1047,1068,+,4.79592,,black,1
M0698,1683,1704,-,9.65306,,black,1
M0698,1683,1704,+,9.73469,,black,1
M0698,2823,2844,-,2.87755,,black,1
M0698,2829,2850,-,3.94898,,black,1
M0698,429,450,-,0.646465,,black,1
M0698,429,450,+,2.30303,,black,1
M0698,627,648,+,3.22222,,black,1
M0698,1416,1437,-,2.30303,,black,1
M0698,1416,1437,+,3.90909,,black,1
M0698,1683,1704,-,12.101,,black,1
M0698,1683,1704,+,14.0909,,black,1
M0698,1980,2001,+,2.23232,,black,1
M0698,2087,2108,-,4.12121,,black,1
M0698,2087,2108,+,3.44444,,black,1
M0699,1689,1698,-,8.80469,,black,1
M0699,1689,1698,+,8.80469,,black,1
M0699,429,450,-,11.8182,,black,1
M0699,582,603,+,4.10101,,black,1
M0699,627,648,-,6.14141,,black,1
M0699,627,648,+,5.34343,,black,1
M0699,1047,1068,-,5.9798,,black,1
M0699,1290,1311,-,6.12121,,black,1
M0699,1416,1437,-,5.48485,,black,1
M0699,1424,1445,-,3.67677,,black,1
M0699,1683,1704,-,7.18182,,black,1
M0699,1683,1704,+,9.05051,,black,1
M0699,2087,2108,+,5.34343,,black,1
M0699,2670,2691,-,6.52525,,black,1
M0699,2670,2691,+,3.66667,,black,1
M0699,429,450,-,7.76768,,black,1
M0699,1047,1068,+,4.68687,,black,1
M0699,1683,1704,-,10.0101,,black,1
M0699,1683,1704,+,11.4242,,black,1
M0699,2829,2850,-,5.47475,,black,1
M0699,2829,2850,+,5.31313,,black,1
M0699,429,450,-,0.616162,,black,1
M0699,429,450,+,1.9798,,black,1
M0699,627,648,+,4.59596,,black,1
M0699,681,702,+,0.535354,,black,1
M0699,786,807,-,0.878788,,black,1
M0699,843,864,+,-0.313131,,black,1
M0699,1416,1437,+,-0.191919,,black,1
M0699,1683,1704,-,11.1717,,black,1
M0699,1683,1704,+,14.3535,,black,1
M0699,2087,2108,-,2.77778,,black,1
M0699,2087,2108,+,6.9596,,black,1
M0699,2450,2471,-,0.20202,,black,1
M0699,2450,2471,+,0.69697,,black,1
M0699,430,451,+,3.59184,,black,1
M0699,628,649,+,2.26531,,black,1
M0699,682,703,+,2.06122,,black,1
M0699,785,806,-,1.11224,,black,1
M0699,1682,1703,-,15.4796,,black,1
M0699,1684,1705,+,16.5204,,black,1
M0699,2086,2107,-,1.7449,,black,1
M0699,2088,2109,+,4.96939,,black,1
M0699,2449,2470,-,3.15306,,black,1
M0699,2451,2472,+,1.19388,,black,1
M0701,559,569,-,6.69388,,black,1
M0701,1688,1698,+,11.3061,,black,1
M0701,1689,1699,-,8.28571,,black,1
M0701,553,574,-,6.52071,,black,1
M0701,681,702,-,7.78107,,black,1
M0701,681,702,+,8.19527,,black,1
M0701,786,807,+,6.68639,,black,1
M0701,920,941,-,6.21893,,black,1
M0701,1005,1026,-,6.20118,,black,1
M0701,1211,1232,-,7.04734,,black,1
M0701,1211,1232,+,10.1775,,black,1
M0701,1346,1367,-,6.15385,,black,1
M0701,1683,1704,+,7.8284,,black,1
M0701,1987,2008,+,8.67456,,black,1
M0701,2823,2844,-,6.67456,,black,1
M0701,2930,2951,-,6.89941,,black,1
M0701,2937,2958,-,9.93491,,black,1
M0701,1683,1704,-,8.34959,,black,1
M0701,1683,1704,+,7.04878,,black,1
M0701,2087,2108,-,8.69919,,black,1
M0701,2087,2108,+,8.34959,,black,1
M0701,2182,2203,-,5.36585,,black,1
M0701,429,451,-,7.26829,,black,1
M0701,1682,1704,+,7.13008,,black,1
M0701,1987,2009,-,6.7561,,black,1
M0701,2535,2557,+,7.82927,,black,1
M0702,1688,1697,-,7.23301,,black,1
M0702,1690,1699,+,6.92233,,black,1
M0702,429,450,-,4.80808,,black,1
M0702,582,603,+,4.15152,,black,1
M0702,627,648,-,2.68687,,black,1
M0702,627,648,+,7.79798,,black,1
M0702,1290,1311,-,3.32323,,black,1
M0702,1683,1704,-,5.63636,,black,1
M0702,1683,1704,+,10.8586,,black,1
M0702,2087,2108,+,9.05051,,black,1
M0702,550,572,+,3.28226,,black,1
M0702,629,651,-,10.8226,,black,1
M0702,1680,1702,-,5.39516,,black,1
M0702,1680,1702,+,4.19355,,black,1
M0702,2447,2469,-,3.29839,,black,1
M0702,2672,2694,-,5.3871,,black,1
M0703,633,642,-,5.63043,,black,1
M0703,633,642,+,5.63043,,black,1
M0703,1689,1698,-,6.08696,,black,1
M0703,1689,1698,+,6.08696,,black,1
M0703,162,183,+,3.4,,black,1
M0703,429,450,-,5.4,,black,1
M0703,429,450,+,3.2,,black,1
M0703,582,603,+,6.10909,,black,1
M0703,627,648,-,4.70909,,black,1
M0703,627,648,+,4.31818,,black,1
M0703,681,702,+,8.27273,,black,1
M0703,1683,1704,-,8.20909,,black,1
M0703,1683,1704,+,13.1636,,black,1
M0703,2087,2108,+,8.24545,,black,1
M0703,2670,2691,-,4.36364,,black,1
M0703,553,574,+,3.40367,,black,1
M0703,582,603,-,3.42202,,black,1
M0703,681,702,-,5.85321,,black,1
M0703,681,702,+,4.3578,,black,1
M0703,1047,1068,+,4.0367,,black,1
M0703,1211,1232,+,3.3945,,black,1
M0703,1683,1704,-,8.7156,,black,1
M0703,1683,1704,+,10.5596,,black,1
M0703,2087,2108,-,4.50459,,black,1
M0703,2087,2108,+,3.68807,,black,1
M0703,2930,2951,+,4.94495,,black,1
M0703,429,450,-,0.302752,,black,1
M0703,627,648,+,-0.192661,,black,1
M0703,681,702,+,1.93578,,black,1
M0703,1683,1704,-,11.9174,,black,1
M0703,1683,1704,+,12.2018,,black,1
M0703,2087,2108,-,6.45872,,black,1
M0703,2087,2108,+,6.26606,,black,1
M0703,2450,2471,-,1.40367,,black,1
M0703,2450,2471,+,1.26606,,black,1
M0703,428,450,-,5.62727,,black,1
M0703,1682,1704,-,9.16364,,black,1
M0703,1683,1705,+,12.8909,,black,1
M0703,2087,2109,+,6.23636,,black,1
M0718,1689,1697,+,4.74257,,black,1
M0770,1453,1462,+,7.73267,,black,1
M0770,1531,1540,+,7.0396,,black,1
M0770,1750,1759,+,7.82178,,black,1
M0770,1462,1483,+,2.25688,,black,1
M0770,1743,1764,-,7.54128,,black,1
M0770,1743,1764,+,7.12844,,black,1
M0770,2889,2910,+,2.04587,,black,1
M0770,1397,1418,-,4.69725,,black,1
M0770,1743,1764,+,6.20183,,black,1
M0775,525,534,-,7.67873,,black,1
M0775,526,535,+,6.93213,,black,1
M0775,1231,1240,+,7.22172,,black,1
M0775,1740,1749,+,6.8009,,black,1
M0775,1889,1898,+,8.58824,,black,1
M0776,945,954,-,6.2449,,black,1
M0776,1276,1285,+,4.10204,,black,1
M0776,1740,1749,+,7.06122,,black,1
M0776,1889,1898,+,11.2245,,black,1
M0776,1942,1951,+,5.2551,,black,1
M0776,2480,2489,-,5.2551,,black,1
M0776,2587,2596,+,6.38776,,black,1
M0776,2975,2997,+,2.79032,,black,1
M0776,203,224,+,3.35455,,black,1
M0776,646,667,-,7.99091,,black,1
M0776,1225,1246,+,3.09091,,black,1
M0776,1510,1531,-,3.01818,,black,1
M0776,1639,1660,+,5.68182,,black,1
M0776,1734,1755,+,3.28182,,black,1
M0776,1883,1904,+,3.70909,,black,1
M0778,1742,1749,+,7.80392,,black,1
M0778,1891,1898,+,10.4216,,black,1
M0778,168,189,-,7.31452,,black,1
M0778,828,849,+,8.70161,,black,1
M0778,1555,1576,+,6.83065,,black,1
M0778,1628,1649,+,7.66935,,black,1
M0778,2010,2031,-,7.29839,,black,1
M0778,2962,2983,+,5.8871,,black,1
M0778,129,151,+,6.0625,,black,1
M0778,647,669,-,6.30556,,black,1
M0778,1270,1292,-,9.44444,,black,1
M0778,519,540,-,6.82143,,black,1
M0778,520,541,+,4.00893,,black,1
M0778,1225,1246,+,5.52679,,black,1
M0778,1883,1904,+,3.63393,,black,1
M0778,2975,2996,-,4.77679,,black,1
M0778,2976,2997,+,4.36607,,black,1
M0778,130,152,+,4.46032,,black,1
M0778,392,414,-,3.87302,,black,1
M0778,2975,2997,+,3.7619,,black,1
M0779,272,281,-,7.2236,,black,1
M0779,272,281,+,7.2236,,black,1
M0779,280,289,-,6.64596,,black,1
M0779,280,289,+,6.64596,,black,1
M0779,759,768,-,6.42857,,black,1
M0779,759,768,+,6.42857,,black,1
M0779,877,886,-,6.73292,,black,1
M0779,877,886,+,6.73292,,black,1
M0779,1231,1240,-,6.55901,,black,1
M0779,1231,1240,+,6.55901,,black,1
M0779,1319,1328,-,6.70807,,black,1
M0779,1319,1328,+,6.70807,,black,1
M0779,1732,1741,-,6.73292,,black,1
M0779,1732,1741,+,6.73292,,black,1
M0779,2072,2081,-,6.41615,,black,1
M0779,2072,2081,+,6.41615,,black,1
M0779,2105,2114,-,6.48447,,black,1
M0779,2105,2114,+,6.48447,,black,1
M0779,2196,2205,-,7.10559,,black,1
